created_at,voterID,message,selection1,selection2,selection3,selection4,selection5,selection6,voting_power
2024-06-18 11:53:10.751,9097j8y32yjz6yrfx0zq6h8yl9ny303h7qzffjg8vx9yv,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone""],""timestamp"":1718711577309}",cardanoAtlanticCouncil,joshuaStone,,,,,1051392174
2024-06-18 11:54:25.229,yv3g3mv9yw8gzhy4yxyg6xvh54g6lf25y7ry8yyzjy,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718711642983}",cardanoAtlanticCouncil,,,,,,28632153008
2024-06-18 11:57:00.653,8r0xyy3y5r0y8l5q5703z4j7ryy0lzxx4xjg3v9yvym5m,"{""params"":[""mauroAgustnAndreoli"",""johnnyKelly"",""cardanoConfederationOfEmergingEconomies"",""cardanoAtlanticCouncil"",""scientificAnalyticalToolsLlc""],""timestamp"":1718711773041}",mauroAgustnAndreoli,johnnyKelly,cardanoConfederationOfEmergingEconomies,cardanoAtlanticCouncil,scientificAnalyticalToolsLlc,,1046176750
2024-06-18 11:58:24.101,8r0xyy3y5r0y8l5q5703z4j7ryy0lzxx4xjg3v9yvym5m,"{""params"":[""mauroAgustnAndreoli"",""johnnyKelly"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""scientificAnalyticalToolsLlc""],""timestamp"":1718711895851}",mauroAgustnAndreoli,johnnyKelly,easternCardanoCouncil,cardanoAtlanticCouncil,scientificAnalyticalToolsLlc,,1046176750
2024-06-18 12:15:26.375,x2yv5vvy5h0mlj39j6792x39xfgnyrzn63jy5wyn8j39,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone""],""timestamp"":1718712915450}",cardanoAtlanticCouncil,joshuaStone,,,,,15952398843
2024-06-18 12:16:38.071,996ymqmm6yy505qv69nf9jz2h52j4yh0y8qyq3myry6x,"{""params"":[""vaibhavSolanki""],""timestamp"":1718712956404}",vaibhavSolanki,,,,,,6702873563
2024-06-18 12:31:04.578,xjzwyxj2y9330zg2j308fr7nyz8ry5n65h5zfw6qnxyj,"{""params"":[""mauroAgustnAndreoli"",""ticoMismana"",""kamaldeenMusah"",""vaibhavSolanki""],""timestamp"":1718713737228}",mauroAgustnAndreoli,ticoMismana,kamaldeenMusah,vaibhavSolanki,,,60926004576
2024-06-18 12:47:25.909,x8x70jyhm3rn27rmzxqhf8fzfzhryv4gyyxlj7q9mnz9,"{""params"":[""andrewDonovan"",""mauroAgustnAndreoli"",""scientificAnalyticalToolsLlc"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718714840623}",andrewDonovan,mauroAgustnAndreoli,scientificAnalyticalToolsLlc,cardanoConfederationOfEmergingEconomies,,,268782475
2024-06-18 13:16:34.632,83w0jzxh3vm3y0y8hfxnx800399v0xy4zf4qyfn8,"{""params"":[""richManderino"",""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""cardanoJapan"",""inoNpo""],""timestamp"":1718716575989}",richManderino,cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,cardanoJapan,inoNpo,464121864518
2024-06-18 13:19:38.792,9xfm5jj6yywmry6wy9qnyw6gh9qnyjmq9gjfjy4rgqy,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""easternCardanoCouncil""},{""string"":""johnnyKelly""},{""string"":""lloydDuhon""},{""string"":""mauroAgustnAndreoli""}],""timestamp"":1718715284680}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,,41464283732
2024-06-18 13:21:38.639,8ww09ymwmq00xyjg3m5yyy07h0rhv58nvqyyq8yh,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""easternCardanoCouncil""},{""string"":""johnnyKelly""},{""string"":""lloydDuhon""},{""string"":""mauroAgustnAndreoli""}],""timestamp"":1718716211334}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,,2038750564
2024-06-18 13:23:01.915,83ly9j3q34y96gy6hzv3j6ylz9xhrqmn75m6,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""easternCardanoCouncil""},{""string"":""johnnyKelly""},{""string"":""lloydDuhon""},{""string"":""mauroAgustnAndreoli""}],""timestamp"":1718716373078}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,,4358761882
2024-06-18 13:30:56.57,9j3z387h7nh5q8z98jq9hm58qyj0366448rvg7ghyfq,"{""params"":[""ticoMismana"",""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""cardanoJapan""],""timestamp"":1718717435902}",ticoMismana,mauroAgustnAndreoli,cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,cardanoJapan,1975844553
2024-06-18 13:49:17.558,8yz3gyy86vx860j0nf3gyjhn6mnmz0rxj793ghz40y9,"{""params"":[""ticoMismana""],""timestamp"":1718718537660}",ticoMismana,,,,,,4784042420
2024-06-18 14:15:50.098,y5vmxm9x884fxqzygvhghhy6fgr6j3lxlzgyj88,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718720128720}",cardanoAtlanticCouncil,,,,,,67790483492
2024-06-18 14:40:07.959,yj5w0f95nmg7l53mrv8g2lrmy9zy7y2r9l97g9ymzx,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli"",""joshuaStone"",""scientificAnalyticalToolsLlc""],""timestamp"":1718721598746}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,joshuaStone,scientificAnalyticalToolsLlc,,4646501352
2024-06-18 14:43:52.713,89wmfzhlyn0wv3h0xmgym6hfghm8l8nynyhy2y8qf7yh,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""cardanoJapan"",""johnnyKelly"",""mauroAgustnAndreoli"",""scientificAnalyticalToolsLlc""],""timestamp"":1718721814341}",cardanoAtlanticCouncil,easternCardanoCouncil,cardanoJapan,johnnyKelly,mauroAgustnAndreoli,scientificAnalyticalToolsLlc,1290980361239
2024-06-18 14:45:31.713,9x90l3jrlw75hm86qy3y570r0qyx32z87qvv25yy267qy,"{""params"":[""abeEllis"",""andrewDonovan"",""johnnyKelly"",""lloydDuhon"",""cardanoAtlanticCouncil""],""timestamp"":1718721918570}",abeEllis,andrewDonovan,johnnyKelly,lloydDuhon,cardanoAtlanticCouncil,,452891833
2024-06-18 14:46:37.183,88mjv76wmyhr7yyz22xmw6vlz5xyz05x6xv6hgl977nz,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""cardanoJapan"",""johnnyKelly"",""mauroAgustnAndreoli"",""scientificAnalyticalToolsLlc""],""timestamp"":1718721962149}",cardanoAtlanticCouncil,easternCardanoCouncil,cardanoJapan,johnnyKelly,mauroAgustnAndreoli,scientificAnalyticalToolsLlc,9603044189410
2024-06-18 14:59:51.482,85hxf649ywjyl9x0r8gqwqym248r5rv5r4zjyfy6hvy,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718722732634}",mauroAgustnAndreoli,,,,,,3049335397
2024-06-18 15:02:29.974,9yymv74xn3q7yyzzrvvlxhg6myxyy2mv5yxw25lgwzjyyw,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""joshuaStone"",""lloydDuhon"",""mauroAgustnAndreoli"",""andrewDonovan""],""timestamp"":1718722871491}",cardanoAtlanticCouncil,johnnyKelly,joshuaStone,lloydDuhon,mauroAgustnAndreoli,andrewDonovan,11624126369
2024-06-18 15:12:32.551,9463xvn9yj7v6hxnwwyy8yfyjr7nf95yyryvyhjyyx,"{""params"":[""cardanoJapan"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""joshuaStone"",""lloydDuhon"",""andrewDonovan""],""timestamp"":1718723540707}",cardanoJapan,cardanoAtlanticCouncil,mauroAgustnAndreoli,joshuaStone,lloydDuhon,andrewDonovan,19317178689
2024-06-18 15:15:31.099,8xyw7vnyl606qy5fq8fn4fm5hyn4jrn5w8yvq54l3,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""johnnyKelly"",""joshuaStone""],""timestamp"":1718723726849}",cardanoConfederationOfEmergingEconomies,cardanoAtlanticCouncil,mauroAgustnAndreoli,easternCardanoCouncil,johnnyKelly,joshuaStone,548796298
2024-06-18 15:22:20.817,9zq7nhy6zj07yzwvy7ymyyyn6zyjwwnyhxrryg9rjr0y,"{""params"":[""cardanoJapan"",""lloydDuhon"",""johnnyKelly"",""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""joshuaStone""],""timestamp"":1718724090110}",cardanoJapan,lloydDuhon,johnnyKelly,mauroAgustnAndreoli,cardanoAtlanticCouncil,joshuaStone,123254857525
2024-06-18 15:30:07.88,xy7f2nr3ryqfm0fn8n0mz2n8qj82r24zn22qqqqf,"{""params"":[""joshuaStone"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""johnnyKelly"",""lloydDuhon""],""timestamp"":1718724604144}",joshuaStone,cardanoAtlanticCouncil,mauroAgustnAndreoli,johnnyKelly,lloydDuhon,,18846831
2024-06-18 15:53:43.454,yyy8whyygnm5fffyy9nnhy27q589rwhry6w0ywy8ggr97,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan""],""timestamp"":1718725961697}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,cardanoJapan,,,,126583393376
2024-06-18 15:56:42.981,yyyzg2lyqvwqffx63m6vnyjywnw2xxy5w0rrjwrzzv,"{""params"":[""kevinMohr"",""lloydDuhon"",""cardanoAtlanticCouncil""],""timestamp"":1718726164710}",kevinMohr,lloydDuhon,cardanoAtlanticCouncil,,,,212450496
2024-06-18 15:57:24.998,82v395y8ygny5mflw40lflvyyy6zyjj80yyq0nyyg0ynx,"{""params"":[""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli""],""timestamp"":1718726205319}",cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,mauroAgustnAndreoli,,,1046081668821
2024-06-18 16:03:18.358,9yyrjhh628m0zf3ll54j98yw56ynl7l7hy8hfq5q8h5,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""mauroAgustnAndreoli"",""nicodemusRodriguez""],""timestamp"":1718726586603}",cardanoConfederationOfEmergingEconomies,mauroAgustnAndreoli,nicodemusRodriguez,,,,2065412093
2024-06-18 16:08:53.699,yllyxnry8wgyfq30y72ghyyq4wzy9ymy5gy8yyyq,"{""params"":[""scientificAnalyticalToolsLlc"",""cardanoJapan"",""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718726908735}",scientificAnalyticalToolsLlc,cardanoJapan,cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,,,14110742075
2024-06-18 16:09:13.336,975mglmy4qy362g9fyg2y4848n8qy74mfnqlnfnrx5j,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""cardanoJapan"",""easternCardanoCouncil""],""timestamp"":1718726930493}",cardanoAtlanticCouncil,mauroAgustnAndreoli,cardanoJapan,easternCardanoCouncil,,,104730636324
2024-06-18 16:12:48.917,yvv450rj7332rmhl0852x83ny8lnmwfl4hn9f9jryv7vfg2,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""cardanoJapan"",""easternCardanoCouncil""],""timestamp"":1718727155051}",cardanoAtlanticCouncil,mauroAgustnAndreoli,cardanoJapan,easternCardanoCouncil,,,895838918756
2024-06-18 16:19:44.836,y7ygr8yyj76vghh0qzyq7y27750y3yywxyy7myj7y,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""scientificAnalyticalToolsLlc"",""cardanoAtlanticCouncil""],""timestamp"":1718727544849}",cardanoConfederationOfEmergingEconomies,scientificAnalyticalToolsLlc,cardanoAtlanticCouncil,,,,328032170459
2024-06-18 16:25:00.714,95m4r5rqnryhvyy3h63rf4hnm7xg72yhjgn4lhyyr38rn,"{""params"":[""scientificAnalyticalToolsLlc"",""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan""],""timestamp"":1718727891304}",scientificAnalyticalToolsLlc,cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,cardanoJapan,,,1759161337831
2024-06-18 16:31:24.696,xmvy558m965yf89myvj30jrnylqyyy7ymwxygqy620r,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""joshuaStone"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718728265029}",cardanoAtlanticCouncil,johnnyKelly,joshuaStone,lloydDuhon,mauroAgustnAndreoli,,44314391783
2024-06-18 16:32:52.502,9xn58zy2ry9qyvw78w0yh08h8vm0vl5ygy6y2yvyy,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""joshuaStone"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718728343669}",cardanoAtlanticCouncil,johnnyKelly,joshuaStone,lloydDuhon,mauroAgustnAndreoli,,1698911439
2024-06-18 16:42:36.189,9jyfzyvmzllmr72yjvmymf0vj8y304ymr5y,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""cardanoJapan""],""timestamp"":1718728931596}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,mauroAgustnAndreoli,easternCardanoCouncil,cardanoJapan,,53591757385
2024-06-18 16:48:39.624,yh5qhznvyrj3fyymj8yy0zyy5h7g9x9lzvnyf6yy,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""johnnyKelly"",""nicodemusRodriguez"",""lloydDuhon""],""timestamp"":1718729263851}",cardanoAtlanticCouncil,easternCardanoCouncil,scientificAnalyticalToolsLlc,johnnyKelly,nicodemusRodriguez,lloydDuhon,1535464640
2024-06-18 16:50:53.634,97hjqx2y893wxxxr05h7r66ghvmyqy3z7myvyry835h,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""johnnyKelly"",""nicodemusRodriguez"",""lloydDuhon""],""timestamp"":1718729427004}",cardanoAtlanticCouncil,easternCardanoCouncil,scientificAnalyticalToolsLlc,johnnyKelly,nicodemusRodriguez,lloydDuhon,44509071046
2024-06-18 16:53:25.115,xgyl653g7lv88rrxf8355jrjmv3g54y29yzqhl,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""lloydDuhon"",""johnnyKelly"",""cardanoJapan""],""timestamp"":1718729592804}",cardanoAtlanticCouncil,easternCardanoCouncil,scientificAnalyticalToolsLlc,lloydDuhon,johnnyKelly,cardanoJapan,25069930396
2024-06-18 16:53:50.777,x0g8zwvyh3y8nymmhylfxy0y8hwwq6qfzlg7wl5,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""lloydDuhon"",""johnnyKelly"",""cardanoJapan""],""timestamp"":1718729621570}",cardanoAtlanticCouncil,easternCardanoCouncil,scientificAnalyticalToolsLlc,lloydDuhon,johnnyKelly,cardanoJapan,1565594863
2024-06-18 16:54:33.77,8wqmz0z47wvy967nz8xm75yyqyj0xn66yx67ygy804,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""johnnyKelly"",""cardanoJapan"",""nicodemusRodriguez""],""timestamp"":1718729667515}",cardanoAtlanticCouncil,easternCardanoCouncil,scientificAnalyticalToolsLlc,johnnyKelly,cardanoJapan,nicodemusRodriguez,1559809691
2024-06-18 16:59:57.984,yx7ymy9jjv2nm3xf6yy732y204xj9hy6596yyhz5wg84v467,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718729982174}",cardanoAtlanticCouncil,,,,,,565738532
2024-06-18 17:06:58.392,9jl6yy6w7x3lywry65grw72zwwgqhz39wzhfyn72vz7,"{""params"":[""easternCardanoCouncil"",""inoNpo"",""nicodemusRodriguez"",""scientificAnalyticalToolsLlc"",""cardanoAtlanticCouncil"",""vaibhavSolanki""],""timestamp"":1718730319171}",easternCardanoCouncil,inoNpo,nicodemusRodriguez,scientificAnalyticalToolsLlc,cardanoAtlanticCouncil,vaibhavSolanki,1855952619
2024-06-18 17:10:35.898,9w44jwljmf53yxj4hrfn7zn0x9mqyfly90ynyqyy6yyyym,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""joshuaStone""],""timestamp"":1718730452874}",cardanoAtlanticCouncil,mauroAgustnAndreoli,easternCardanoCouncil,joshuaStone,,,80215521
2024-06-18 17:15:17.775,yhmvmvy6qf7my8mhlmgnhyw44zx2l2gqyq3yz,"{""params"":[""cardanoJapan"",""cardanoConfederationOfEmergingEconomies"",""tevoSaks"",""joshuaStone"",""johnnyKelly"",""kamaldeenMusah""],""timestamp"":1718730881246}",cardanoJapan,cardanoConfederationOfEmergingEconomies,tevoSaks,joshuaStone,johnnyKelly,kamaldeenMusah,1050348598
2024-06-18 17:17:36.1,xf3g4g42g2yz7mf5ryzyymzr8xrvr5xrzj7zg6fgx35w,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""joshuaStone""],""timestamp"":1718731015698}",cardanoAtlanticCouncil,mauroAgustnAndreoli,easternCardanoCouncil,joshuaStone,,,105827178
2024-06-18 17:25:59.278,86y30hyvj5wqy6mfqfg5ry7n6gw4yzygnz5yqx848,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718731547447}",mauroAgustnAndreoli,,,,,,401946613510
2024-06-18 17:46:52.098,y06yy38mvwjg349yj8hvyfhf4w9l5z3z5g372nq,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil""],""timestamp"":1718732752067}",cardanoAtlanticCouncil,easternCardanoCouncil,,,,,74931267160
2024-06-18 17:51:05.654,y45yr59g48n908rmyj69zzz6l7yzg62v5h9nggh8rlx,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718733056320}",mauroAgustnAndreoli,,,,,,8503125189
2024-06-18 17:51:25.705,xym0hnyvqvzyywy326w2ghhy080v36yl4yrg6jz7h6,"{""params"":[""mauroAgustnAndreoli"",""easternCardanoCouncil"",""johnnyKelly"",""cardanoJapan"",""lloydDuhon"",""cardanoAtlanticCouncil""],""timestamp"":1718733055394}",mauroAgustnAndreoli,easternCardanoCouncil,johnnyKelly,cardanoJapan,lloydDuhon,cardanoAtlanticCouncil,676731093
2024-06-18 17:54:04.857,9h8ggzj4z4vg3y9y6yfw5vrx4rf7zq7qnggy2rrf,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718733237146}",mauroAgustnAndreoli,,,,,,4132779046
2024-06-18 17:55:49.243,86jz7yl9hjrn5yfg6fyyyy69gmq68wfzxm7yn6g3h4f5,"{""params"":[""mauroAgustnAndreoli"",""cardanoJapan"",""easternCardanoCouncil"",""johnnyKelly"",""lloydDuhon"",""cardanoAtlanticCouncil""],""timestamp"":1718733341979}",mauroAgustnAndreoli,cardanoJapan,easternCardanoCouncil,johnnyKelly,lloydDuhon,cardanoAtlanticCouncil,2008814329
2024-06-18 18:06:34.759,yh260jhywm6ynxxlfnwqryvx3lg9ym2yg629wynl7yyy,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""cardanoJapan"",""mauroAgustnAndreoli"",""johnnyKelly""],""timestamp"":1718733973517}",cardanoAtlanticCouncil,easternCardanoCouncil,cardanoJapan,mauroAgustnAndreoli,johnnyKelly,,25398045503
2024-06-18 18:09:55.922,8yygz7zzrl3gfmy0rn3f5889nqwy9njyzl8vlygz6g3y,"{""params"":[""joshuaStone""],""timestamp"":1718734187088}",joshuaStone,,,,,,205915229
2024-06-18 18:13:27.321,95x2268rhj7fgxm7366nv7wj5fy9rly5ny4y4zqfw2hh,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""cardanoJapan"",""mauroAgustnAndreoli"",""johnnyKelly""],""timestamp"":1718734394578}",cardanoAtlanticCouncil,easternCardanoCouncil,cardanoJapan,mauroAgustnAndreoli,johnnyKelly,,23417530549
2024-06-18 18:39:06.432,8mfvwyzjy5fqnnwx66y5yhnnxjhg6n9wf9ggrv9l,"{""params"":[""abeEllis"",""joshuaStone"",""mauroAgustnAndreoli"",""johnnyKelly"",""lloydDuhon"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718735907867}",abeEllis,joshuaStone,mauroAgustnAndreoli,johnnyKelly,lloydDuhon,cardanoConfederationOfEmergingEconomies,15631874
2024-06-18 18:42:37.371,8xvf4w09zyjjmjhywm7yz3v02ghyhzff3wy8yf3n9qv3x25y,"{""params"":[""scientificAnalyticalToolsLlc"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""cardanoAtlanticCouncil"",""aaronOu""],""timestamp"":1718736142244}",scientificAnalyticalToolsLlc,cardanoConfederationOfEmergingEconomies,cardanoJapan,cardanoAtlanticCouncil,aaronOu,,1498891379
2024-06-18 18:43:37.744,843yzyvylmwf9wvfv058w7hqjyyjqqw9jwq305yy,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""kevinMohr"",""scientificAnalyticalToolsLlc""],""timestamp"":1718736203743}",cardanoConfederationOfEmergingEconomies,cardanoJapan,kevinMohr,scientificAnalyticalToolsLlc,,,400972095
2024-06-18 18:53:13.886,x9gvqy8njyx92yf7jwyhlg40wvw655vfx9mvl2gf5gxhy,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""cardanoConfederationOfEmergingEconomies"",""abeEllis"",""joshuaStone"",""mauroAgustnAndreoli""],""timestamp"":1718736768413}",cardanoAtlanticCouncil,easternCardanoCouncil,cardanoConfederationOfEmergingEconomies,abeEllis,joshuaStone,mauroAgustnAndreoli,339540007481
2024-06-18 18:54:14.509,xq7vg93gw68ywy9my2n8nnwyqlvxmz5z4j5yhq4vyw5,"{""params"":[""cardanoJapan"",""johnnyKelly""],""timestamp"":1718736831940}",cardanoJapan,johnnyKelly,,,,,30059263233
2024-06-18 20:11:08.1,xx3yf5n9zyg4m3lh3yx3lg3y2l5nyl6yy6jrggfggg8,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""johnnyKelly"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718741258897}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,,14679965702
2024-06-18 20:14:11.854,yy5ryy28jlrly5f684lw0yz6wy2yjhgyvyh2xfln5gfyf4,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""lloydDuhon"",""inoNpo"",""easternCardanoCouncil"",""nicodemusRodriguez""],""timestamp"":1718741617711}",cardanoAtlanticCouncil,joshuaStone,lloydDuhon,inoNpo,easternCardanoCouncil,nicodemusRodriguez,4416936099
2024-06-18 20:20:55.959,84nl8qjmjjmh20nhl036y6fygyr037zhzy3hlrf73y7mhn,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""joshuaStone"",""kevinMohr"",""easternCardanoCouncil""],""timestamp"":1718742028845}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,cardanoJapan,joshuaStone,kevinMohr,easternCardanoCouncil,16086752943
2024-06-18 20:21:16.164,955m3f359yyyh242h4zzjz4q0ywlhhyhg3hnyyhq3ny,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""cardanoJapan"",""nicodemusRodriguez""],""timestamp"":1718742058612}",cardanoAtlanticCouncil,joshuaStone,cardanoJapan,nicodemusRodriguez,,,42391218067
2024-06-18 20:48:41.008,8675myg05x73f7v773ly6nyy262yf838v0yyyrvf639,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""lloydDuhon""],""timestamp"":1718743690369}",cardanoAtlanticCouncil,easternCardanoCouncil,lloydDuhon,,,,4049452801
2024-06-18 20:49:16.23,98v0wg7y7ymf7304yqyqywvmxryyjrzfrwyfhg0zy6,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""lloydDuhon""],""timestamp"":1718743743013}",cardanoAtlanticCouncil,easternCardanoCouncil,lloydDuhon,,,,3111429951
2024-06-18 21:09:28.448,8675myg05x73f7v773ly6nyy262yf838v0yyyrvf639,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""lloydDuhon""],""timestamp"":1718744936398}",cardanoAtlanticCouncil,easternCardanoCouncil,lloydDuhon,,,,4049452801
2024-06-18 21:11:30.305,x3y5f49822hrvwyf9w5j9nj96mzf6h84hry3ww,"{""params"":[""ticoMismana""],""timestamp"":1718745068663}",ticoMismana,,,,,,235783595958
2024-06-18 21:13:52.479,98v0wg7y7ymf7304yqyqywvmxryyjrzfrwyfhg0zy6,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718745214725}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,3111429951
2024-06-18 21:53:50.434,8hm3z04w0y23jy0fjhn824yxn8g83yz4nx8zmgrjjh2,"{""params"":[""kevinMohr"",""cardanoAtlanticCouncil"",""johnnyKelly"",""andrewDonovan""],""timestamp"":1718747604885}",kevinMohr,cardanoAtlanticCouncil,johnnyKelly,andrewDonovan,,,10762524116
2024-06-18 21:55:07.472,y2myzl3n4jz4y82m3hnv9gyyx2h2577vqg7yvyx0wy,"{""params"":[""kevinMohr"",""cardanoAtlanticCouncil"",""johnnyKelly"",""andrewDonovan""],""timestamp"":1718747701445}",kevinMohr,cardanoAtlanticCouncil,johnnyKelly,andrewDonovan,,,7695722782
2024-06-18 21:55:28.032,y76qygwyvn2h3n6rhjz99fgynyy4z3f6lvzfj5v4,"{""params"":[""kevinMohr"",""cardanoAtlanticCouncil"",""johnnyKelly"",""andrewDonovan""],""timestamp"":1718747723160}",kevinMohr,cardanoAtlanticCouncil,johnnyKelly,andrewDonovan,,,5771577842
2024-06-18 21:56:15.271,99ynyy6ymyh3yln0y7v6q6yy5qrr00yjnzv6wfyj8,"{""params"":[""kevinMohr"",""cardanoAtlanticCouncil"",""johnnyKelly"",""andrewDonovan""],""timestamp"":1718747769945}",kevinMohr,cardanoAtlanticCouncil,johnnyKelly,andrewDonovan,,,1160409408
2024-06-18 21:57:10.435,8xz8642r5yfyw5yx6rryj3y76yxq437m633yv4y,"{""params"":[""kevinMohr"",""cardanoAtlanticCouncil"",""johnnyKelly"",""andrewDonovan""],""timestamp"":1718747811229}",kevinMohr,cardanoAtlanticCouncil,johnnyKelly,andrewDonovan,,,16127417114
2024-06-18 22:12:15.968,8znjjxw3l46jmx893yyqxg0rfj2lgynl4yxyv4zgyw3,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718748667858}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,420979803
2024-06-18 22:13:36.763,8znjjxw3l46jmx893yyqxg0rfj2lgynl4yxyv4zgyw3,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718748773929}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,420979803
