created_at,voterID,message,selection1,selection2,selection3,selection4,selection5,selection6,voting_power
2024-06-13 21:46:52.576,9zm2z60yj4540lxhr0ylfgyq7yzrv9m490my596y2,"{""params"":[""cardanoAtlanticCouncil"",""lloydDuhon"",""cardanoJapan""],""timestamp"":1718315207938}",cardanoAtlanticCouncil,lloydDuhon,cardanoJapan,,,,24241104597
2024-06-13 21:47:03.543,xq6n0wjy5jzzyg6f0qn0yzfrrj67yj2yyqvqwll,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""inoNpo"",""joshuaStone"",""mauroAgustnAndreoli""],""timestamp"":1718315208958}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,inoNpo,joshuaStone,mauroAgustnAndreoli,5387106802
2024-06-13 21:47:57.922,y4lg85z6xxmh9myn5qgyzqzxvqlzryg8m2y8z76gxy73y5,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""easternCardanoCouncil"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718315250435}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,cardanoJapan,easternCardanoCouncil,lloydDuhon,mauroAgustnAndreoli,8478645386
2024-06-13 21:49:10.915,y4lg85z6xxmh9myn5qgyzqzxvqlzryg8m2y8z76gxy73y5,"{""params"":[""aaronOu"",""andrewDonovan"",""ticoMismana"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""kevinMohr""],""timestamp"":1718315331701}",aaronOu,andrewDonovan,ticoMismana,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,kevinMohr,8478645386
2024-06-13 21:54:35.127,yjmyyywzx4fy7vyfvyf808yy96n89jxf5yj4ngy5qn6j,"{""params"":[""johnnyKelly"",""andrewDonovan""],""timestamp"":1718315664619}",johnnyKelly,andrewDonovan,,,,,5522658269
2024-06-13 21:54:39.308,xrnr4275ym4y50zz3n55653ly4myrm2vwf79nyr6hq,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""easternCardanoCouncil"",""lloydDuhon""],""timestamp"":1718315661771}",cardanoAtlanticCouncil,johnnyKelly,easternCardanoCouncil,lloydDuhon,,,30059853221
2024-06-13 21:54:39.731,9wylmym52rrmv28q55g9m2j2mlrh6z3gvxvqrv,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718315674087}",cardanoAtlanticCouncil,,,,,,2075237242
2024-06-13 22:04:20.56,yf8y3x5vl3zghh80y9jz3rylf67wq9ryxqlr4myy3jy29,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon"",""johnnyKelly"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718316217539}",easternCardanoCouncil,cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,johnnyKelly,cardanoConfederationOfEmergingEconomies,11560938471
2024-06-13 22:06:13.31,99yjhqg38lnyqngfvzvmrhjylyn474m8yr2qfjmg3n2my3,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718316362408}",mauroAgustnAndreoli,,,,,,207651608
2024-06-13 22:06:33.205,y56nn7w58yr528mfrxghyngnn4z47jyygy9mvgy75qmhyyny,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""lloydDuhon"",""mauroAgustnAndreoli"",""nicodemusRodriguez""],""timestamp"":1718316386957}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,nicodemusRodriguez,9554528852
2024-06-13 22:07:09.775,8n9265y5j22vxwyy69xzl7hmmgy2fxww5z8gwm2vj,"{""params"":[""lloydDuhon""],""timestamp"":1718316400977}",lloydDuhon,,,,,,4074576131
2024-06-13 22:07:30.294,9yy9ygf2yyr433yw5hfqmyj4yqjy4g0w96y4ywjm,"{""params"":[""cardanoJapan"",""mauroAgustnAndreoli"",""nicodemusRodriguez"",""easternCardanoCouncil"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718316431805}",cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,easternCardanoCouncil,cardanoConfederationOfEmergingEconomies,,108157406
2024-06-13 22:07:33.247,9yqhg7nfh494906qzl898z7yyg0nj0g4xw35g8vw5,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""cardanoJapan"",""tevoSaks""],""timestamp"":1718316432700}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,cardanoJapan,tevoSaks,,1288086744
2024-06-13 22:07:54.234,84yjqyylnn5xmh59nm23w4yyzv9hy23h98yjj805nqn2880,"{""params"":[""joshuaStone"",""johnnyKelly"",""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""andrewDonovan"",""jonathanPartlow""],""timestamp"":1718316449850}",joshuaStone,johnnyKelly,cardanoAtlanticCouncil,easternCardanoCouncil,andrewDonovan,jonathanPartlow,5571855
2024-06-13 22:08:09.166,99yjhqg38lnyqngfvzvmrhjylyn474m8yr2qfjmg3n2my3,"{""params"":[""mauroAgustnAndreoli"",""richManderino""],""timestamp"":1718316477731}",mauroAgustnAndreoli,richManderino,,,,,207651608
2024-06-13 22:10:41.319,xgyyxr9y0g0zhynx8lv665v33h39yg6ygygxy0,"{""params"":[""mauroAgustnAndreoli"",""johnnyKelly"",""andrewDonovan"",""cardanoAtlanticCouncil""],""timestamp"":1718316597738}",mauroAgustnAndreoli,johnnyKelly,andrewDonovan,cardanoAtlanticCouncil,,,111534614
2024-06-13 22:13:15.926,yjyylnmjr0qyq25rvgvvy79wvlmyrzryqyqgxyqnyvfff,"{""params"":[""mauroAgustnAndreoli"",""andrewDonovan"",""johnnyKelly"",""cardanoAtlanticCouncil""],""timestamp"":1718316712336}",mauroAgustnAndreoli,andrewDonovan,johnnyKelly,cardanoAtlanticCouncil,,,402980862946
2024-06-13 22:14:17.018,964w80wry6y3wn5zxrhvxyh8fnymw9r54yjg23xy3ln,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""mauroAgustnAndreoli"",""lloydDuhon"",""joshuaStone""],""timestamp"":1718316844269}",easternCardanoCouncil,cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,mauroAgustnAndreoli,lloydDuhon,joshuaStone,87329930
2024-06-13 22:15:51.92,9jgyl0z0q5lgy4xy37lymv6278y032jmv32g8hj4lz4y,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718316944043}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,34652334323
2024-06-13 22:16:22.278,9jgyl0z0q5lgy4xy37lymv6278y032jmv32g8hj4lz4y,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718316976070}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,34652334323
2024-06-13 22:16:47.753,9jgyl0z0q5lgy4xy37lymv6278y032jmv32g8hj4lz4y,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718316998665}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,34652334323
2024-06-13 22:17:09.481,8vzv3h8xwqy8lnvyjvfgfl0xq3y4y8n56xy6gmyqj0r2n,"{""params"":[""easternCardanoCouncil""],""timestamp"":1718317024267}",easternCardanoCouncil,,,,,,7533060357
2024-06-13 22:17:15.719,9jgyl0z0q5lgy4xy37lymv6278y032jmv32g8hj4lz4y,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718317029413}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,34652334323
2024-06-13 22:17:32.554,y5y907q2yjw0vyyr6z2y692z9y3m49l8ggffy85qm9,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""lloydDuhon"",""easternCardanoCouncil"",""mauroAgustnAndreoli"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718317040346}",cardanoAtlanticCouncil,joshuaStone,lloydDuhon,easternCardanoCouncil,mauroAgustnAndreoli,cardanoConfederationOfEmergingEconomies,6812231394
2024-06-13 22:18:20.953,yvgny382lhmjhgg65g6qgm3jfv8zf86ywwrwhyl,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718317085811}",cardanoAtlanticCouncil,,,,,,643899938
2024-06-13 22:19:14.295,9n823y5ng42lwg8nyr45q480y0yn2zn79zy0x8l,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718317069336}",cardanoAtlanticCouncil,,,,,,24083337
2024-06-13 22:19:44.823,yvgny382lhmjhgg65g6qgm3jfv8zf86ywwrwhyl,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""joshuaStone""],""timestamp"":1718317175035}",cardanoAtlanticCouncil,johnnyKelly,joshuaStone,,,,643899938
2024-06-13 22:21:19.14,xh05m2hq9w8y7jl38m3r96yzywnyx44lhy69wqy0ml,"{""params"":[""joshuaStone"",""cardanoJapan"",""cardanoConfederationOfEmergingEconomies"",""andrewDonovan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil""],""timestamp"":1718317233183}",joshuaStone,cardanoJapan,cardanoConfederationOfEmergingEconomies,andrewDonovan,easternCardanoCouncil,cardanoAtlanticCouncil,2171178159
2024-06-13 22:22:05.765,820y0wrwgrw6yly9v6rfm89vyyh0g4y5yxflr60n6fjy,"{""params"":[""lloydDuhon"",""cardanoAtlanticCouncil"",""joshuaStone"",""johnnyKelly"",""andrewDonovan"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718317308140}",lloydDuhon,cardanoAtlanticCouncil,joshuaStone,johnnyKelly,andrewDonovan,cardanoConfederationOfEmergingEconomies,27547447295
2024-06-13 22:22:17.427,yvf2v4yxrh6wr30r605v0rjy235y6lyjvrjln3,"{""params"":[""mauroAgustnAndreoli"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil""],""timestamp"":1718317305727}",mauroAgustnAndreoli,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,,,,4818460477
2024-06-13 22:26:56.732,yj6gn6zlyymgnjf22z9yh8ygwy5w9yyn35vyzyynw2,"{""params"":[""joshuaStone""],""timestamp"":1718317611822}",joshuaStone,,,,,,2447264555
2024-06-13 22:31:14.371,85gwvr5r23gh7wy94wjrzy9y884y73yy7gx2hx,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718317869068}",mauroAgustnAndreoli,,,,,,183627743
2024-06-13 22:35:33.31,9494ffz9myww48hmlwjyyvq469qyl0g5yxvlq0vy2h6,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718318106515}",cardanoAtlanticCouncil,,,,,,1974683543
2024-06-13 22:37:05.398,9f7zj27lj62mlv6y69j6hnlr5mrwmywyyqqfjyr5h,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""cardanoJapan"",""johnnyKelly"",""lloydDuhon""],""timestamp"":1718318215056}",cardanoAtlanticCouncil,mauroAgustnAndreoli,easternCardanoCouncil,cardanoJapan,johnnyKelly,lloydDuhon,26517514961
2024-06-13 22:37:08.495,9q5vj78whfm38yy775h8gq3xl82lhmmyyq2zhy,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""lloydDuhon"",""mauroAgustnAndreoli"",""nicodemusRodriguez""],""timestamp"":1718318221070}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,mauroAgustnAndreoli,nicodemusRodriguez,29768341693
2024-06-13 22:39:32.077,86v6r8yx0ljxy5g7w086gqxfnxj035xn6595wfj3x6,"{""params"":[""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718318311470}",cardanoConfederationOfEmergingEconomies,,,,,,547634854
2024-06-13 22:42:06.17,88q0vjhm539yqj4v44lwwqy0mqyfyf9y4yv9xr9q97y4,"{""params"":[""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718318506700}",mauroAgustnAndreoli,cardanoAtlanticCouncil,lloydDuhon,,,,106478178193
2024-06-13 22:44:21.332,xr4qjxwz74r7yngzwjm4zxhqqzwyjr526g9mzxyqylv64,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""jonathanPartlow""],""timestamp"":1718318645612}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,cardanoJapan,mauroAgustnAndreoli,easternCardanoCouncil,jonathanPartlow,31578968
2024-06-13 22:44:50.015,x7mwy8w6x65zwy020yhhn8gyyywjqgv7yjf8yrw3yrfhz8,"{""params"":[""nicodemusRodriguez"",""johnnyKelly"",""mauroAgustnAndreoli"",""easternCardanoCouncil"",""cardanoJapan"",""cardanoAtlanticCouncil""],""timestamp"":1718318667988}",nicodemusRodriguez,johnnyKelly,mauroAgustnAndreoli,easternCardanoCouncil,cardanoJapan,cardanoAtlanticCouncil,1699850250
2024-06-13 22:45:01.348,yqz49zyvvqr3zm89y4yyzz9yryxgg68mmzvy5jg0yf,"{""params"":[""johnnyKelly""],""timestamp"":1718318695896}",johnnyKelly,,,,,,356685634
2024-06-13 22:47:35.977,xylyyrvfwjjnyzyy0mzfzvgyy4n64rynxyyyvjm8m,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""johnnyKelly"",""mauroAgustnAndreoli""],""timestamp"":1718318842947}",cardanoAtlanticCouncil,joshuaStone,johnnyKelly,mauroAgustnAndreoli,,,380385181
2024-06-13 22:48:44.568,9yry0jxy8n4yr7hxwfvgv3q4grf6y99yxy58qqyy07,"{""params"":[""mauroAgustnAndreoli"",""johnnyKelly"",""joshuaStone"",""cardanoAtlanticCouncil""],""timestamp"":1718318916030}",mauroAgustnAndreoli,johnnyKelly,joshuaStone,cardanoAtlanticCouncil,,,224766611
2024-06-13 22:51:35.103,8h5zh29yyy7r070jyh89l5fhzzzyyh36yygwyvwlgnfml0,"{""params"":[""kevinMohr""],""timestamp"":1718319080676}",kevinMohr,,,,,,4762844243
2024-06-13 22:52:24.805,9y4y4yyrx4m7vyz0yvhfq5vy3qf2wz4r9lfl4m06jy,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli""],""timestamp"":1718319128950}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,,,,99698272
2024-06-13 22:52:26.683,x04j02gw5fzyyl662m6409yzlhy8wfyy9g02nyhqrn5m,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718319142704}",cardanoAtlanticCouncil,,,,,,9276029931
2024-06-13 22:54:05.364,xmx6w2v0qwrlr23w7ygyz0mj7rf72r2l9hrgyyjxqgz6g,"{""params"":[""jonathanPartlow""],""timestamp"":1718319234328}",jonathanPartlow,,,,,,260375187
2024-06-13 22:55:04.453,9vyryrj90w5gh84j6y8295j4yz6r2ryllylfryymv79,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""mauroAgustnAndreoli"",""joshuaStone"",""lloydDuhon"",""nicodemusRodriguez""],""timestamp"":1718319300432}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,mauroAgustnAndreoli,joshuaStone,lloydDuhon,nicodemusRodriguez,6220316087
2024-06-13 22:55:44.678,xq2z2273fn577vqwmyfgqvyq3yymwq5m7n84gq285,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718319332781}",cardanoAtlanticCouncil,,,,,,889911924
2024-06-13 22:56:54.079,9y0nv65j8w79xhflqzvgg0038gr4gyyrwqy8r,"{""params"":[""joshuaStone"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718319376346}",joshuaStone,lloydDuhon,mauroAgustnAndreoli,,,,73462373
2024-06-13 22:58:47.628,8zh49yh3n7wy75v5y0h3qgl9xn7y37n8xz0qm5,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""joshuaStone""],""timestamp"":1718319516918}",cardanoConfederationOfEmergingEconomies,cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,joshuaStone,,5964035088
2024-06-13 22:58:51.052,8hv6xgyvn4y5vm53yyl9fgy2mlx926x49xryjffgygjy4,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718319487045}",cardanoAtlanticCouncil,,,,,,4446241300
2024-06-13 22:59:35.786,8w48x39rf7gqr5mx250gwg3r7y0hrq47y5nymqqyyrx,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718319557346}",cardanoAtlanticCouncil,,,,,,2263653033
2024-06-13 23:00:04.757,96732q05rwzxh7wgmgzy2xv6635yvgyzr3fy63m4g,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718319560431}",cardanoAtlanticCouncil,,,,,,137700648498
2024-06-13 23:01:59.172,84yjyf0x8v65y6m4r3hfhr50myryjyxn6fz24yv9,"{""params"":[""cardanoJapan"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718319714576}",cardanoJapan,lloydDuhon,mauroAgustnAndreoli,,,,38027269557
2024-06-13 23:05:01.572,ygyq84jfvmyzmlwlf4z2yvjm2q74v84h72vy7y6qvqg,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""lloydDuhon"",""scientificAnalyticalToolsLlc""],""timestamp"":1718319874133}",cardanoAtlanticCouncil,cardanoJapan,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,lloydDuhon,scientificAnalyticalToolsLlc,90942071
2024-06-13 23:05:45.042,87g362vmfyfwnx5yg89ly8lgjxwy30n70xgvqnyy,"{""params"":[""joshuaStone""],""timestamp"":1718319936330}",joshuaStone,,,,,,1006575695
2024-06-13 23:05:59.128,y46qrj65qgvny57yqymqn6ny5h4gglnyyxmm8q96xn,"{""params"":[""johnnyKelly"",""cardanoAtlanticCouncil"",""easternCardanoCouncil""],""timestamp"":1718319927625}",johnnyKelly,cardanoAtlanticCouncil,easternCardanoCouncil,,,,524694846
2024-06-13 23:06:11.085,80yly3yr845z49nywmyy8zxj0q83yq5x894h99qyx8726,"{""params"":[""joshuaStone""],""timestamp"":1718319963324}",joshuaStone,,,,,,325422184
2024-06-13 23:08:13.734,xzfjz3g0hxyjjg3h0n7vyhn0z99n2ny5y2zgzxg0f5gy,"{""params"":[""joshuaStone"",""cardanoAtlanticCouncil"",""mauroAgustnAndreoli""],""timestamp"":1718320088240}",joshuaStone,cardanoAtlanticCouncil,mauroAgustnAndreoli,,,,20190478
2024-06-13 23:11:30.416,8xq7yjlfwjgn6ygq326wywwlyyh45q25rgj3lnyzvy0f,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""joshuaStone""],""timestamp"":1718320263521}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,joshuaStone,,,2054595061
2024-06-13 23:12:15.901,9760y079yrfynjwn4244hv366hv35gr58qyrnw55,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718320318177}",mauroAgustnAndreoli,,,,,,267919335963
2024-06-13 23:13:37.083,8zh49yh3n7wy75v5y0h3qgl9xn7y37n8xz0qm5,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""joshuaStone""],""timestamp"":1718320408156}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,joshuaStone,,,5964035088
2024-06-13 23:13:58.438,x560yfmj0mfnzzy83yjvhqy6gnwr4jghvq7zmyyv,"{""params"":[""johnnyKelly"",""mauroAgustnAndreoli"",""cardanoAtlanticCouncil""],""timestamp"":1718320424106}",johnnyKelly,mauroAgustnAndreoli,cardanoAtlanticCouncil,,,,77657346119
2024-06-13 23:14:31.975,yvjwyyy4y02g0fr2vhwxnv5765rxf84y9j6ryy6gxm,"{""params"":[""cardanoAtlanticCouncil"",""cardanoConfederationOfEmergingEconomies"",""jonathanPartlow""],""timestamp"":1718320465413}",cardanoAtlanticCouncil,cardanoConfederationOfEmergingEconomies,jonathanPartlow,,,,146454419
2024-06-13 23:17:42.976,x8mwym8y9rn7vwqyvx7yfh9hyy5924f90yw4qg5yn2r,"{""params"":[""cardanoJapan"",""lloydDuhon"",""mauroAgustnAndreoli""],""timestamp"":1718320658357}",cardanoJapan,lloydDuhon,mauroAgustnAndreoli,,,,2045218869
2024-06-13 23:18:04.281,8lzy6v2w4yy8x2jh98y94f3v0830yn2jx5fy7gqjqvjz,"{""params"":[""mauroAgustnAndreoli"",""cardanoConfederationOfEmergingEconomies"",""cardanoAtlanticCouncil""],""timestamp"":1718320677135}",mauroAgustnAndreoli,cardanoConfederationOfEmergingEconomies,cardanoAtlanticCouncil,,,,2431110070
2024-06-13 23:20:31.669,8yqrr2hyvl222nm7y9x9fnny69w3965h8jffrhvyf24y,"{""params"":[""joshuaStone""],""timestamp"":1718320824865}",joshuaStone,,,,,,195409834
2024-06-13 23:22:37.847,96732q05rwzxh7wgmgzy2xv6635yvgyzr3fy63m4g,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718320890634}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,137700648498
2024-06-13 23:26:09.083,9nr264ly93yzxyqgwyjgz29lnjmyy05hylng854,"{""params"":[""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718321153643}",mauroAgustnAndreoli,cardanoAtlanticCouncil,lloydDuhon,,,,2824110418
2024-06-13 23:26:39.573,yjmyyywzx4fy7vyfvyf808yy96n89jxf5yj4ngy5qn6j,"{""params"":[""easternCardanoCouncil""],""timestamp"":1718321187434}",easternCardanoCouncil,,,,,,5522658269
2024-06-13 23:27:21.077,y9yjq4m4z95x0j8jfxfzqy5ynwr2f6jr3yyyxy0j57yg,"{""params"":[""joshuaStone"",""cardanoAtlanticCouncil"",""johnnyKelly""],""timestamp"":1718321236860}",joshuaStone,cardanoAtlanticCouncil,johnnyKelly,,,,1251176423
2024-06-13 23:27:24.916,xyr72m5g2xxq8vl2l6yy3yjv3wvnj6z8yg6gylyw5,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718321232175}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,75612508307
2024-06-13 23:27:38.244,yggm9y4hy2hyl07ryf5jnx6yyhyx3ym9fvxyhgy30,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""andrewDonovan""],""timestamp"":1718321250855}",cardanoAtlanticCouncil,joshuaStone,andrewDonovan,,,,44169508
2024-06-13 23:27:52.487,8x8l7n8m779yfhqy2lx3hqw8hy2rh6hjx8ygmr0y6,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718321257396}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,75229786848
2024-06-13 23:28:14.833,xyfyyyy0y0hzqhx5g653r22jyy60h4j25g3jfgy,"{""params"":[""andrewDonovan"",""richManderino"",""cardanoConfederationOfEmergingEconomies"",""joshuaStone"",""kamaldeenMusah"",""kevinMohr""],""timestamp"":1718321291175}",andrewDonovan,richManderino,cardanoConfederationOfEmergingEconomies,joshuaStone,kamaldeenMusah,kevinMohr,459229949
2024-06-13 23:28:47.585,ymzn5ry3yyj20y7y2y35vzm23yw4m3qrlqzwvym3vfy,"{""params"":[""cardanoAtlanticCouncil"",""lloydDuhon"",""mauroAgustnAndreoli"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""joshuaStone""],""timestamp"":1718314243330}",cardanoAtlanticCouncil,lloydDuhon,mauroAgustnAndreoli,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,joshuaStone,447503115
2024-06-13 23:30:02.339,9m47jx09zfvml0ww5xy9xhyfrrxr9yyg0jwygn2fry9,"{""params"":[""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1718320866201}",mauroAgustnAndreoli,cardanoAtlanticCouncil,lloydDuhon,,,,603195554758
2024-06-13 23:30:34.226,xymr445ymqvmzg62rfzjmnl9zy22x3zgq2j6yf2lx,"{""params"":[""mauroAgustnAndreoli""],""timestamp"":1718321418204}",mauroAgustnAndreoli,,,,,,5836100613
2024-06-13 23:30:46.195,xfw9hnj3lxrv7nmgq52w5ql6n8rfhglx9w4x6xwqj983wf,"{""params"":[""joshuaStone""],""timestamp"":1718321442263}",joshuaStone,,,,,,21525054
2024-06-13 23:31:48.284,yfgh7y0l8ffg8wly4m74gz6lh5669w5x9hqzylfqnjh8mn,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil"",""cardanoJapan""],""timestamp"":1718314482457}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,cardanoJapan,28993438268
2024-06-13 23:32:26.535,96732q05rwzxh7wgmgzy2xv6635yvgyzr3fy63m4g,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""lloydDuhon""],""timestamp"":1718321516738}",cardanoAtlanticCouncil,mauroAgustnAndreoli,lloydDuhon,,,,137700648498
2024-06-13 23:32:39.197,90hwn09hx9j7898wyrhf69m3xng92w6y0vqmy9jf,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1718321555014}",cardanoAtlanticCouncil,,,,,,27337610523
2024-06-13 23:32:44.134,9yr6gxzgyfhm8540qr2z82vyjj2jn6z9n66gw52r5z,"{""params"":[{""string"":""cardanoJapan""},{""string"":""abeEllis""},{""string"":""ticoMismana""},{""string"":""vaibhavSolanki""},{""string"":""tevoSaks""},{""string"":""joshuaStone""}],""timestamp"":1718313333239}",cardanoJapan,abeEllis,ticoMismana,vaibhavSolanki,tevoSaks,joshuaStone,0
2024-06-13 23:33:05.32,yl44ywqy4yj0m5gxmyzygnymn509g7n9ylyyzjg6qj23gf5y,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""mauroAgustnAndreoli""],""timestamp"":1718321569768}",cardanoAtlanticCouncil,easternCardanoCouncil,mauroAgustnAndreoli,,,,512417827
2024-06-13 23:33:26.085,90hwn09hx9j7898wyrhf69m3xng92w6y0vqmy9jf,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""richManderino""],""timestamp"":1718321601776}",cardanoAtlanticCouncil,joshuaStone,richManderino,,,,27337610523
2024-06-13 23:34:16.168,90hwn09hx9j7898wyrhf69m3xng92w6y0vqmy9jf,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""richManderino"",""andrewDonovan"",""kevinMohr"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1718321652724}",cardanoAtlanticCouncil,joshuaStone,richManderino,andrewDonovan,kevinMohr,cardanoConfederationOfEmergingEconomies,27337610523
